id,recommender_ids,recommender_list,in_degree_centrality,out_degree_centrality,betweenness_centrality,closeness_centrality,pagerank,community,score
57,"[795, 406, 461, 837]","[795, 406, 461, 837]",0.23076923076923073,0.3333333333333333,0.03628429443013569,0.6636584526300074,0.0005653836541013,0.6666666666666666,0.3861423955658748
58,"[20, 661, 852]","[20, 661, 852]",0.15384615384615385,0.3333333333333333,0.057579415732032804,0.6740492088434414,0.0018439911294128,0.1111111111111111,0.2659838445732145
59,"[625, 422, 204, 240]","[625, 422, 204, 240]",0.23076923076923073,0.5555555555555556,0.12749463535552463,0.7425760755070796,0.0010304238793244,0.1111111111111111,0.3535013216597004
60,"[743, 518, 922, 724]","[743, 518, 922, 724]",0.23076923076923073,0.1111111111111111,0.17565395631189037,0.6861098927693171,0.0008543807220963,0.7777777777777777,0.3962843937478654
61,"[380, 492, 569]","[380, 492, 569]",0.15384615384615385,0.3333333333333333,0.04658570198207166,0.5907768083352821,0.0019742740009533,0.0,0.2249083994993682
62,"[518, 937, 507, 364]","[518, 937, 507, 364]",0.23076923076923073,0.4444444444444444,0.057381859552982244,0.5793711067710507,0.001683342340824,0.7777777777777777,0.4179488838630972
63,"[921, 521, 486, 201]","[921, 521, 486, 201]",0.23076923076923073,0.1111111111111111,0.00882222291459374,0.6454354321269057,0.0006418892461897,0.0,0.19922759938436824
64,"[700, 463]","[700, 463]",0.07692307692307691,0.6666666666666666,0.16806144524192074,0.6689737382746102,0.0004974990993407,0.5555555555555556,0.427236096532366
65,"[799, 415, 914]","[799, 415, 914]",0.15384615384615385,0.3333333333333333,0.024012918528023244,0.6922164472651678,0.001067222906571,0.6666666666666666,0.37401510392786896
66,[430],[430],0.0,0.3333333333333333,0.01649272481446935,0.6541152481531797,0.0002468294131004,0.3333333333333333,0.2674549279268631
67,"[590, 520, 495, 854, 979, 524]","[590, 520, 495, 854, 979, 524]",0.38461538461538464,0.1111111111111111,0.010664810602866046,0.6890649641048661,0.0013123238922281,1.0,0.4390912540868456
68,"[739, 981, 945, 832, 459]","[739, 981, 945, 832, 459]",0.30769230769230765,0.3333333333333333,0.3627681967578686,0.6288842023611909,0.0017305454539031,0.1111111111111111,0.34875783025116236
69,"[34, 792, 854, 594]","[34, 792, 854, 594]",0.23076923076923073,0.2222222222222222,0.029076533870874884,0.6916180316629111,0.0012043959511912,1.0,0.4347372037050478
70,"[641, 587, 608, 512, 519]","[641, 587, 608, 512, 519]",0.30769230769230765,0.4444444444444444,0.03035654011483062,0.6140962776324506,0.0015879973533557,0.7777777777777777,0.4348734695323622
71,[219],[219],0.0,0.2222222222222222,0.005386011715373719,0.5771539964989666,0.0002943794948091,0.1111111111111111,0.18317466830953472
72,"[151, 41, 321, 241]","[151, 41, 321, 241]",0.23076923076923073,1.0,0.10611036948040208,0.6451376295367385,0.0010023290015252,0.4444444444444444,0.4852923348461632
73,"[239, 738]","[239, 738]",0.07692307692307691,0.4444444444444444,0.05115294847073012,0.6835968921793439,0.0013026912817134,0.6666666666666666,0.3845568057368524
74,"[552, 918, 886, 236, 928]","[552, 918, 886, 236, 928]",0.30769230769230765,0.5555555555555556,0.08915496695049811,0.7073389980327213,0.002272223262746,1.0,0.5319483656462165
75,"[505, 893]","[505, 893]",0.07692307692307691,0.3333333333333333,0.010741404388926163,0.6393843950544777,0.0004964804136428,0.3333333333333333,0.2787431086066295
76,"[119, 545, 114, 314]","[119, 545, 114, 314]",0.23076923076923073,0.5555555555555556,0.12518498258028024,0.6961745664141094,0.0014117645369878,1.0,0.5215368670638352
77,"[780, 649, 87, 260]","[780, 649, 87, 260]",0.23076923076923073,0.5555555555555556,0.26797565093467396,0.7492235407960878,0.0011278632556245,0.5555555555555556,0.4718159067222206
78,"[795, 344, 916, 356, 936]","[795, 344, 916, 356, 936]",0.30769230769230765,0.2222222222222222,0.029476198993729857,0.6756764624796479,0.0009110809067051,0.6666666666666666,0.38034677161091485
79,"[971, 789, 293]","[971, 789, 293]",0.15384615384615385,0.3333333333333333,0.2140397969165742,0.6527414385931498,0.0021805950880651,0.5555555555555556,0.38190325564895333
80,"[420, 680]","[420, 680]",0.07692307692307691,0.1111111111111111,0.03365229499206977,0.6723489292229177,0.0010479112720821,0.5555555555555556,0.2899181935609462
81,"[402, 919, 201]","[402, 919, 201]",0.15384615384615385,0.3333333333333333,0.8429165996522229,0.6301602531757765,0.0005516419802855,0.0,0.39205126800149726
82,"[347, 875, 18, 117, 206, 798]","[347, 875, 18, 117, 206, 798]",0.38461538461538464,0.4444444444444444,0.12322556663076618,0.7446469885767658,0.0022964876704045,1.0,0.5393864768534722
83,"[247, 693, 36]","[247, 693, 36]",0.15384615384615385,0.3333333333333333,0.015573249724876672,0.5403521969702612,0.0005391834435558,0.7777777777777777,0.3641765423304805
84,"[185, 370]","[185, 370]",0.07692307692307691,0.4444444444444444,0.02528243401702959,0.619199945073114,0.0007211631741752,0.4444444444444444,0.3220588689804219
86,"[815, 774]","[815, 774]",0.07692307692307691,0.5555555555555556,0.06959079363639586,0.5301698610137117,0.0006370703585819,0.7777777777777777,0.4020034129813036
87,"[925, 161, 649]","[925, 161, 649]",0.15384615384615385,0.4444444444444444,0.103988830819451,0.6356050303045374,0.0012458847694277,0.5555555555555556,0.37868800299402844
88,"[177, 488, 473]","[177, 488, 473]",0.15384615384615385,0.2222222222222222,0.02263376984072838,0.6070235101240373,0.0011005433726389,0.2222222222222222,0.24558957565107278
89,"[493, 125]","[493, 125]",0.07692307692307691,0.5555555555555556,0.19176498775248793,0.7352722886543975,0.0010078224075406,0.5555555555555556,0.4230142928882147
90,"[532, 238, 305]","[532, 238, 305]",0.15384615384615385,0.5555555555555556,0.0234444316589638,0.629308983729102,0.0005123737716401,0.1111111111111111,0.2946532471801773
92,"[505, 629, 403, 497]","[505, 629, 403, 497]",0.23076923076923073,0.1111111111111111,0.004376029163937994,0.7905060796861315,0.000658268642269,0.3333333333333333,0.2940191568127489
93,"[985, 90, 394]","[985, 90, 394]",0.15384615384615385,0.3333333333333333,0.04882210457665841,0.714738018367525,0.0005569771045133,0.1111111111111111,0.2723701442469563
94,"[938, 280, 729]","[938, 280, 729]",0.15384615384615385,0.2222222222222222,0.005502588743402531,0.639019061835337,0.0008018548272504,0.5555555555555556,0.3152291164405342
95,"[924, 243, 919, 352]","[924, 243, 919, 352]",0.23076923076923073,0.3333333333333333,0.04713752783912013,0.6108734110657644,0.0035836851821788,0.0,0.24442270060148977
96,"[541, 895, 265, 74]","[541, 895, 265, 74]",0.23076923076923073,0.1111111111111111,0.03275580701827639,0.7652725280952842,0.0014040458121328,1.0,0.4279817353987805
97,[200],[200],0.0,0.2222222222222222,0.022395746228807214,0.5038235873568448,0.0005273022265894,0.0,0.14968831116157486
98,"[511, 389]","[511, 389]",0.07692307692307691,0.1111111111111111,0.00010939639064263515,0.5569273993565762,0.0004348834270922,0.8888888888888888,0.32679197453405917
99,"[819, 101, 324, 838, 882]","[819, 101, 324, 838, 882]",0.30769230769230765,0.4444444444444444,0.21254696015456198,0.6100063056601918,0.0018199417434218,0.8888888888888888,0.492715781368079
100,[424],[424],0.0,0.2222222222222222,0.0014574281883942546,0.5454828984837801,0.0002959832098727,0.5555555555555556,0.2649436208899904
101,"[318, 482, 24, 882]","[318, 482, 24, 882]",0.23076923076923073,0.2222222222222222,0.015423938252217979,0.5718304606143537,0.0010322816033066,0.8888888888888888,0.3858269481493827
102,"[177, 818]","[177, 818]",0.07692307692307691,0.3333333333333333,0.04002867868147085,0.4894119074856072,0.0006483961297981,0.2222222222222222,0.23238384372914211
103,"[857, 428]","[857, 428]",0.07692307692307691,0.1111111111111111,0.0005993196968572357,0.8144678479852678,0.0008531831652792,0.3333333333333333,0.2672869378099293
104,[5],[5],0.0,0.4444444444444444,0.0605099514528582,0.617284783401952,0.0005692201662859,0.5555555555555556,0.335558946970962
105,"[146, 641, 587, 621]","[146, 641, 587, 621]",0.23076923076923073,0.3333333333333333,0.03662278473066433,0.6286013300660164,0.0012286263919367,0.7777777777777777,0.4014208913354045
106,"[511, 839, 510, 45]","[511, 839, 510, 45]",0.23076923076923073,0.3333333333333333,0.04441051343504088,0.6063645833443011,0.0007272762678176,0.8888888888888888,0.420753309954159
107,"[511, 24, 143, 15]","[511, 24, 143, 15]",0.23076923076923073,0.3333333333333333,0.10782016409666571,0.6516768651939725,0.0012400739067276,0.8888888888888888,0.44249769645641823
108,"[172, 563, 982]","[172, 563, 982]",0.15384615384615385,0.4444444444444444,0.11983690238791372,0.7030779036608601,0.0006851180219006,0.6666666666666666,0.4175744142012078
109,"[617, 371, 587]","[617, 371, 587]",0.15384615384615385,0.3333333333333333,0.15012766093823335,0.6333011790106504,0.00093232613406,0.7777777777777777,0.4096772209812297
110,"[503, 21]","[503, 21]",0.07692307692307691,0.2222222222222222,0.18487227112831955,0.6351717948264093,0.000712988318949,0.1111111111111111,0.24606009524222783
111,"[70, 605, 608, 555]","[70, 605, 608, 555]",0.23076923076923073,0.1111111111111111,0.02666323507749856,0.5802144136727438,0.0012133431091191,0.7777777777777777,0.3453071536816724
112,"[343, 242, 459]","[343, 242, 459]",0.15384615384615385,0.2222222222222222,0.1453003049675575,0.6544978789669733,0.0009348918559245,0.1111111111111111,0.2573955342228036
113,"[340, 758, 829]","[340, 758, 829]",0.15384615384615385,0.3333333333333333,0.07086880192909732,0.6395306441895874,0.0012167837209491,0.5555555555555556,0.3506268977707455
114,"[545, 731, 854]","[545, 731, 854]",0.15384615384615385,1.0,0.33323660081657264,0.773822161915878,0.0008729844376488,1.0,0.6521809833157208
115,"[385, 870, 274, 308, 799, 339, 38, 216, 125]","[385, 870, 274, 308, 799, 339, 38, 216, 125]",0.6153846153846154,0.5555555555555556,0.1588760955185905,0.8462484290242762,0.003481717730319,0.6666666666666666,0.5685462724299408
116,"[172, 319, 557, 149]","[172, 319, 557, 149]",0.23076923076923073,0.1111111111111111,0.04321828248846888,0.6943620486403975,0.0014284152085496,0.1111111111111111,0.23811435682406387
117,"[716, 552, 248, 114, 594]","[716, 552, 248, 114, 594]",0.30769230769230765,0.4444444444444444,0.0932045730286782,0.7585460562342672,0.0018253366361497,1.0,0.5207774762799395
118,"[395, 44, 144, 814, 599]","[395, 44, 144, 814, 599]",0.30769230769230765,0.5555555555555556,0.07610633785347047,0.629947222118219,0.00187211178474,0.4444444444444444,0.4027491735327994
119,"[730, 199, 425, 704, 183, 949]","[730, 199, 425, 704, 183, 949]",0.38461538461538464,0.2222222222222222,0.03239724107869353,0.7084122822054061,0.0021704828017213,1.0,0.46952942602434133
120,"[787, 444]","[787, 444]",0.07692307692307691,0.3333333333333333,0.008943438006905566,0.007881920568265706,0.0004431724024514,0.0,0.0854163537663163
121,"[465, 704, 220]","[465, 704, 220]",0.15384615384615385,0.4444444444444444,0.05270824377559812,0.6250865666331075,0.0009941374976536,1.0,0.45521708173986075
122,"[707, 54, 857, 650]","[707, 54, 857, 650]",0.23076923076923073,0.3333333333333333,0.10943256673846526,0.865805409422171,0.0015575470299745,0.3333333333333333,0.37453477471930674
123,[706],[706],0.0,0.8888888888888888,0.037494700430648856,0.5541596699422705,0.0003928816731449,0.2222222222222222,0.3405530962968061
124,"[163, 316, 329]","[163, 316, 329]",0.15384615384615385,0.2222222222222222,0.011915225834036444,0.5904019528295021,0.0007883317129707,0.4444444444444444,0.2845659998352718
125,"[573, 208, 582]","[573, 208, 582]",0.15384615384615385,0.8888888888888888,0.3001173188372693,0.6750246278331157,0.0006963792423612,0.6666666666666666,0.5369087312144188
126,"[780, 89]","[780, 89]",0.07692307692307691,0.0,0.0,0.7611847819662061,0.0006812221913884,0.5555555555555556,0.2787326828889677
127,"[763, 263, 615, 299, 246, 871, 259, 802]","[763, 263, 615, 299, 246, 871, 259, 802]",0.5384615384615384,0.4444444444444444,0.9875989907693501,0.921722693828266,0.0015224509996126,0.3333333333333333,0.6451122001673865
128,"[335, 177, 706, 553, 289]","[335, 177, 706, 553, 289]",0.30769230769230765,0.5555555555555556,0.04111487808176737,0.5711864610226821,0.0010519918394587,0.2222222222222222,0.339554284914907
129,"[703, 689, 445, 887]","[703, 689, 445, 887]",0.23076923076923073,0.1111111111111111,0.01807946654826511,0.6119439729868756,0.0008308869020726,0.8888888888888888,0.3721585340608743
130,"[83, 987, 251, 967]","[83, 987, 251, 967]",0.23076923076923073,0.1111111111111111,0.025984404719767665,0.5812416998001046,0.000997049856501,0.7777777777777777,0.3453768448355984
131,"[59, 91]","[59, 91]",0.07692307692307691,0.2222222222222222,0.009445727491974197,0.6601352108970626,0.000401771334201,0.1111111111111111,0.21596746972908942
133,"[633, 708, 294, 438, 168, 562]","[633, 708, 294, 438, 168, 562]",0.38461538461538464,0.3333333333333333,0.07752910577530833,0.7036077556016906,0.0016270504372726,0.0,0.29981711586514337
134,"[779, 320, 110, 829, 293]","[779, 320, 110, 829, 293]",0.30769230769230765,0.3333333333333333,0.19174292182785388,0.7290566137824329,0.0013437023965032,0.5555555555555556,0.4234761464382967
135,"[138, 860]","[138, 860]",0.07692307692307691,0.1111111111111111,0.003567244567514778,0.6059699064365497,0.0004946841372123,0.2222222222222222,0.20395871225209494
136,"[906, 981]","[906, 981]",0.07692307692307691,0.3333333333333333,0.026892849008218183,0.6233437375973124,0.0006914801601146,0.1111111111111111,0.23432082159461043
137,"[342, 228, 589, 205, 497, 776, 887, 648]","[342, 228, 589, 205, 497, 776, 887, 648]",0.5384615384615384,0.2222222222222222,0.09332976352650704,0.8993215042136882,0.001732998841021,0.3333333333333333,0.4173336723514579
138,"[335, 784, 442, 443, 902, 123, 544]","[335, 784, 442, 443, 902, 123, 544]",0.4615384615384615,0.5555555555555556,0.11886451758799232,0.6739680499808267,0.0012446759515235,0.2222222222222222,0.40642976137701164
139,"[740, 907]","[740, 907]",0.07692307692307691,0.3333333333333333,0.048855940904666405,0.7027251082163171,0.000697083746409,0.1111111111111111,0.254589714097701
140,"[882, 156, 276]","[882, 156, 276]",0.15384615384615385,0.0,0.0,0.565968938907035,0.0006161801082908,0.8888888888888888,0.3217407963284155
142,"[240, 832, 470]","[240, 832, 470]",0.15384615384615385,0.3333333333333333,0.013912835838978774,0.6246674083438261,0.0007964821127156,0.1111111111111111,0.24737416849468064
143,"[879, 24, 174]","[879, 24, 174]",0.15384615384615385,0.5555555555555556,0.13131050801421604,0.6621663279327147,0.0017345111576117,0.8888888888888888,0.47835348684750584
144,"[826, 362, 207, 326, 746]","[826, 362, 207, 326, 746]",0.30769230769230765,0.4444444444444444,0.09048433620959004,0.6745365689761762,0.0013154854880312,0.4444444444444444,0.39232042035339254
145,[439],[439],0.0,0.3333333333333333,0.016721609756426562,0.5514190087862957,0.0004192837588336,0.7777777777777777,0.3358503459307666
146,"[836, 897, 264]","[836, 897, 264]",0.15384615384615385,0.2222222222222222,0.007827429496012004,0.6042654994220773,0.0009592897884116,0.7777777777777777,0.3531878165528486
147,"[28, 515, 917]","[28, 515, 917]",0.15384615384615385,0.4444444444444444,0.019730063066570786,0.609208060424857,0.0005929310712588,0.4444444444444444,0.33433463324529406
148,"[743, 608]","[743, 608]",0.07692307692307691,0.4444444444444444,0.022707765166952717,0.5571499990743157,0.000692120482364,0.7777777777777777,0.3758006126773135
149,"[139, 26, 376, 7]","[139, 26, 376, 7]",0.23076923076923073,0.5555555555555556,0.1121902437920217,0.7175753311625858,0.0012109930184221,0.1111111111111111,0.345440294478101
150,[984],[984],0.0,0.1111111111111111,0.006240857159964167,0.6644377629540039,0.0007553004059499,0.6666666666666666,0.28969127957834917
151,[163],[163],0.0,0.5555555555555556,0.0017208682774291855,0.5235897873781584,0.0003178038933811,0.4444444444444444,0.3050621311311175
152,[246],[246],0.0,0.3333333333333333,0.052437648974819055,0.6010790066371211,0.0004558072914538,0.3333333333333333,0.2640366644557214
153,"[500, 887, 753]","[500, 887, 753]",0.15384615384615385,0.4444444444444444,0.20104968980631646,0.6177624735134641,0.0013684818957458,0.8888888888888888,0.4611983300998535
154,"[200, 486, 35]","[200, 486, 35]",0.15384615384615385,0.4444444444444444,0.026242939592724192,0.5664881030681159,0.0009443826842302,0.0,0.23820432819028764
155,"[432, 762]","[432, 762]",0.07692307692307691,0.3333333333333333,0.00850718624836211,0.5902147015253336,0.0003731882350292,0.4444444444444444,0.29068454849491004
156,"[132, 286, 838, 333]","[132, 286, 838, 333]",0.23076923076923073,0.6666666666666666,0.05587315530301295,0.595883848454393,0.0016712689128469,0.8888888888888888,0.48761635801643843
157,"[151, 867, 781]","[151, 867, 781]",0.15384615384615385,0.0,0.0,0.6363769771487852,0.000714888148491,0.4444444444444444,0.2469335150878767
158,[493],[493],0.0,0.2222222222222222,0.02443742177103286,0.6655527900166746,0.000933869884861,0.5555555555555556,0.29355359791309704
159,"[995, 362]","[995, 362]",0.07692307692307691,0.5555555555555556,0.16886355155777893,0.5850189632434678,0.0007554611546018,0.4444444444444444,0.36616111834486476
160,"[888, 517, 23, 374, 413, 123]","[888, 517, 23, 374, 413, 123]",0.38461538461538464,0.3333333333333333,0.007374582916342797,0.5639678110542161,0.0015601824103634,0.2222222222222222,0.30230266682829987
161,"[840, 427, 717]","[840, 427, 717]",0.15384615384615385,0.1111111111111111,0.028800621110168453,0.6680155555506242,0.0007126539848904,0.5555555555555556,0.3034657994347226
162,"[705, 29, 306]","[705, 29, 306]",0.15384615384615385,0.3333333333333333,0.021268842031399598,0.6486540908668857,0.0012175958491174,1.0,0.43142048401555455
163,"[890, 8, 878]","[890, 8, 878]",0.15384615384615385,0.6666666666666666,0.03130372006982672,0.5747167228513766,0.0009250326178018,0.4444444444444444,0.3741955415756937
164,"[809, 851]","[809, 851]",0.07692307692307691,0.3333333333333333,0.009233931441386173,0.557205676498775,0.0007310953268643,0.2222222222222222,0.23978364808375874
165,"[221, 105, 699, 36, 877]","[221, 105, 699, 36, 877]",0.30769230769230765,0.3333333333333333,0.07962719536363361,0.6063645833443011,0.0011987128632859,0.7777777777777777,0.42095903950227065
