totalexperienceyears,skill1,skill2,pdf_id,skills_1_set,skills_2_set,synergy_score,synergy_score_normalized,Network correction score,Risk score,1-Risk score,normalized experience,Candidate_score
12.0,Administrative; Customer Service; Data Entry; Event Coordination; Merchandising; Networking; Reporting; Scheduling; Travel Arrangements; Microsoft Word; Excel; PowerPoint; Outlook; SharePoint; BrassRing; Taleo; Infovision II; Retail Link; Spectra,Talent Acquisition; Talent Management; Communication; Interpersonal Skills; Organizational Skills; Onboarding; Interview Coordination; Travel Arrangements; HR Data Management; Reporting; Relationship Building; Hiring Manager Support; Process Development; Invoice Processing; Payment Tracking; New Hire Orientation; Training; Networking; Business Acumen; SharePoint Development; Leadership; Mentoring; Business Plan Development; Data Analysis; Demographics Analysis; Leadership Spotlight Series; Sales; Merchandising; Onboarding; Training; Performance Management; Customer Service; Security; Store Management; Team Management; Manager in Training Program,925.0,"{'reporting', 'merchandising', 'sharepoint', 'outlook', 'travel arrangements', 'excel', 'powerpoint', 'microsoft word', 'brassring', 'event coordination', 'customer service', 'spectra', 'administrative', 'taleo', 'data entry', 'retail link', 'networking', 'scheduling', 'infovision ii'}","{'reporting', 'invoice processing', 'team management', 'merchandising', 'leadership spotlight series', 'performance management', 'talent management', 'business acumen', 'hr data management', 'manager in training program', 'travel arrangements', 'mentoring', 'store management', 'onboarding', 'security', 'data analysis', 'demographics analysis', 'communication', 'relationship building', 'customer service', 'business plan development', 'interview coordination', 'leadership', 'interpersonal skills', 'sharepoint development', 'new hire orientation', 'talent acquisition', 'sales', 'training', 'hiring manager support', 'process development', 'networking', 'organizational skills', 'payment tracking'}",10.42,0.135659419,0.413801923,0.50887991,0.49112009,0.765957447,0.526444075
18.0,Adobe Photoshop; balance; Budget development; budgets; budget; Business Management; business strategies; communication skills; Negotiating contracts; Cost control; clients; customer services; Databases; database; delivery; documentation; Driving; Environmental Health; financial; Financial Analysis; Managing; marketing strategies; marketing; market; Marketing/sales; meetings; Excel; Outlook; Power Point; Microsoft Word; negotiation; organizing; patient care; personnel; plan development; policies; Problem resolution; processes; process improvement; Producing; quality; recruitment; Safety; sales; strategy; supervision,"Operational improvements; Asset base value maximization; Operational cost control; Performance and quality standards monitoring; Team management (20 employees); Contract negotiation; Value and risk balancing; Departmental policy, goal, objective, and procedure establishment and implementation; Performance data and information creation, management, and analysis; Capacity and capability planning; Best practice strategy encouragement, identification, and development; Environmental Health & Safety compliance; Operations manual production; Facility activities and care plan development management; Service level determination; On-site field management; Clinical staff supervision; Internal policy and standards adherence; Team member recruitment, interview, and orientation; Performance evaluation; Record and documentation review; Regulatory and in-house compliance; Staff coaching; In-service education program recommendation; Clinical associate assignment management; Service quality and care coordination; Communication between physicians and patients; Operational issue discussion; New/changed regulation updates; Clinical integrity oversight; Quality of care provided oversight; Visits utilization oversight; Financial budget goal accountability; Utilization oversight; Patient care provision; Case mix weight management; Patient care delivery utilization; New operational process and procedure implementation; Role and responsibility establishment and maintenance for managed personnel; Team communication delivery; Monthly meeting organization; Operational cost control; Annual budget forecast; Project budget planning, development, and management; Value addition to existing work areas; Client relationship building and maintenance; Accuracy, productivity, and space utilization maximization; Staff recruitment, training, and development; Dispute and complaint resolution; New marketing strategy development; Market channel capture with new clients; New process introduction for firm growth; Marketing strategies and communication skills utilization; Firm branding in the market; New client attraction; Sustained business development; Corporate relationship building with customers; Industry and market leader relationship building; Sales and marketing tool utilization; Brand awareness creation; Business strategy improvement based on customer feedback; Business expansion; Market share expansion; Key role in company initiatives for new project development",411.0,"{'strategy', 'budget development', 'negotiation', 'policies', 'adobe photoshop', 'meetings', 'marketing strategies', 'clients', 'power point', 'supervision', 'customer services', 'personnel', 'outlook', 'marketing', 'excel', 'plan development', 'database', 'quality', 'cost control', 'patient care', 'communication skills', 'processes', 'microsoft word', 'financial', 'market', 'driving', 'problem resolution', 'databases', 'producing', 'marketing/sales', 'process improvement', 'business strategies', 'managing', 'delivery', 'budget', 'budgets', 'organizing', 'balance', 'negotiating contracts', 'documentation', 'safety', 'sales', 'financial analysis', 'business management', 'environmental health', 'recruitment'}","{'team member recruitment, interview, and orientation', 'service quality and care coordination', 'monthly meeting organization', 'performance data and information creation, management, and analysis', 'business strategy improvement based on customer feedback', 'asset base value maximization', 'role and responsibility establishment and maintenance for managed personnel', 'industry and market leader relationship building', 'clinical associate assignment management', 'operational issue discussion', 'quality of care provided oversight', 'annual budget forecast', 'corporate relationship building with customers', 'brand awareness creation', 'dispute and complaint resolution', 'sales and marketing tool utilization', 'in-service education program recommendation', 'clinical staff supervision', 'case mix weight management', 'facility activities and care plan development management', 'patient care delivery utilization', 'new client attraction', 'capacity and capability planning', 'on-site field management', 'operational cost control', 'team communication delivery', 'sustained business development', 'performance evaluation', 'new/changed regulation updates', 'project budget planning, development, and management', 'key role in company initiatives for new project development', 'regulatory and in-house compliance', 'staff recruitment, training, and development', 'new process introduction for firm growth', 'financial budget goal accountability', 'firm branding in the market', 'value and risk balancing', 'performance and quality standards monitoring', 'record and documentation review', 'environmental health & safety compliance', 'best practice strategy encouragement, identification, and development', 'contract negotiation', 'accuracy, productivity, and space utilization maximization', 'market share expansion', 'utilization oversight', 'staff coaching', 'new operational process and procedure implementation', 'operational improvements', 'visits utilization oversight', 'marketing strategies and communication skills utilization', 'market channel capture with new clients', 'departmental policy, goal, objective, and procedure establishment and implementation', 'clinical integrity oversight', 'team management (20 employees)', 'operations manual production', 'service level determination', 'value addition to existing work areas', 'client relationship building and maintenance', 'internal policy and standards adherence', 'communication between physicians and patients', 'business expansion', 'patient care provision', 'new marketing strategy development'}",0.0,0.0,0.467814938,0.423159727,0.576840273,0.638297872,0.525688083
12.0,Accounting; accounts payable; Accounts Payable and Receivable; auditing; balance sheet; billing; bookkeeping; Budgets; cash receipts; Closing; Coaching; Excellent communication; hardware; Conflict resolution; contracts; Credit; checkout process; client; Customer Relations; excellent customer service; Customer Service; finance; financial; Forecasting; forklifts; Hiring; Human resources management; Human Resource; HR; internal audit; internet connectivity; labor relations; Team building; Leadership Skills; loss prevention; Managing; marketing; money; 97; Operations management; Payroll; Performance Reviews; personnel; Policies; processes; process improvement; quality; quality control; Recruiting; Research; Risk Management; Sales; Scheduling; shipping; Staff Development; staffing; telephone; telephone etiquette; phone; time management; Trainer; warehousing,Supervising; operational functions; Teller area; client transactions; sales/quality referral process; Recruiting; Interviewing; selecting associates; Research; Out of Balance Transactions; Daily Reports; Completed corrections; Vault Operations; Cash Master; Risk Management practices; Staffing; Scheduling; Branch Operational Manual (BOM); Guest Service; Maintaining confidential information; Guest requests; Complaints; Routing calls; Taking guest messages; Cash drawer contents; Transactions; Night drops; Accurate records; Cash flows; Registration cards; Reservation cards; Property walks; Hotel services; Registration of guests; Travel directions; OnQ Software; Policies; Procedures; Security guidelines; Educating customers; Products; Services; Alternative solutions; Compliance; Vault; Deposit logs; Risk mitigation; Coaching; Quality customer service; Leadership skills; Motivating teams; Company goals; Hiring; Terminating; Training; Performance Evaluations; Audits; Reports; Processing guest payments; Room charges; Food and beverage charges; Phone charges; Greeting guests; Registering guests; Issuing room keys; Delivering requested items; Processing credit card transactions; Supervising front desk staff; Monitoring appearance and performance; Fostering strong working relationships; Bookkeeping activities; Balancing accounts; Conducting nightly audits; Recording guest comments or complaints; Referring customers to managers; Personnel; Training; Labor relations activities; Handling questions; Interpreting and administering contracts; Resolving work-related problems,289.0,"{'forklifts', 'staff development', 'accounts payable and receivable', 'closing', 'research', 'forecasting', 'policies', 'telephone etiquette', 'coaching', 'excellent communication', 'checkout process', 'staffing', 'trainer', 'labor relations', 'cash receipts', 'auditing', 'hiring', 'recruiting', 'personnel', 'finance', 'marketing', 'hardware', 'internet connectivity', 'performance reviews', 'hr', 'telephone', 'excellent customer service', 'quality', 'bookkeeping', 'risk management', 'processes', 'phone', 'financial', 'contracts', 'human resource', 'time management', 'billing', 'process improvement', 'team building', 'customer relations', 'warehousing', 'internal audit', '97', 'credit', 'customer service', 'managing', 'operations management', 'shipping', 'budgets', 'scheduling', 'loss prevention', 'client', 'balance sheet', 'sales', 'accounting', 'money', 'human resources management', 'accounts payable', 'payroll', 'leadership skills', 'conflict resolution', 'quality control'}","{'research', 'travel directions', 'registration cards', 'property walks', 'reservation cards', 'processing guest payments', 'resolving work-related problems', 'teller area', 'routing calls', 'delivering requested items', 'maintaining confidential information', 'risk mitigation', 'company goals', 'audits', 'registering guests', 'sales/quality referral process', 'products', 'referring customers to managers', 'phone charges', 'out of balance transactions', 'vault', 'interpreting and administering contracts', 'scheduling', 'leadership skills', 'transactions', 'policies', 'food and beverage charges', 'coaching', 'security guidelines', 'supervising front desk staff', 'recruiting', 'completed corrections', 'guest service', 'handling questions', 'interviewing', 'procedures', 'fostering strong working relationships', 'issuing room keys', 'monitoring appearance and performance', 'branch operational manual (bom)', 'vault operations', 'risk management practices', 'reports', 'guest requests', 'compliance', 'registration of guests', 'greeting guests', 'alternative solutions', 'bookkeeping activities', 'staffing', 'labor relations activities', 'cash master', 'personnel', 'motivating teams', 'deposit logs', 'hotel services', 'onq software', 'supervising', 'training', 'taking guest messages', 'terminating', 'educating customers', 'cash drawer contents', 'night drops', 'processing credit card transactions', 'hiring', 'client transactions', 'daily reports', 'services', 'complaints', 'cash flows', 'performance evaluations', 'conducting nightly audits', 'room charges', 'operational functions', 'recording guest comments or complaints', 'selecting associates', 'accurate records', 'balancing accounts', 'quality customer service'}",6.77,0.088139565,0.376537662,0.407042586,0.592957414,0.765957447,0.525448529
6.0,Hardware updates; Process improvement implementation; Permissions management; Software licenses and patches; Excellent problem solving skills; Operating systems; Task estimation; GUI and tools; Knowledge of streaming video platforms; Timeline management; Operational support; Windows operating systems,Microsoft software systems installation; User experience design and implementation; Hardware and software maintenance; Technical support; Product change and upgrade recommendations; Employee training; Mentoring; Support case escalation; Task assignment; Activity monitoring; Inventory management; Cash handling; Security procedures; Food safety; Customer service; POS system operation,51.0,"{'permissions management', 'gui and tools', 'windows operating systems', 'operating systems', 'operational support', 'knowledge of streaming video platforms', 'software licenses and patches', 'excellent problem solving skills', 'timeline management', 'task estimation', 'process improvement implementation', 'hardware updates'}","{'support case escalation', 'food safety', 'mentoring', 'pos system operation', 'technical support', 'employee training', 'hardware and software maintenance', 'inventory management', 'customer service', 'user experience design and implementation', 'microsoft software systems installation', 'product change and upgrade recommendations', 'security procedures', 'task assignment', 'cash handling', 'activity monitoring'}",0.0,0.0,0.329426422,0.521298809,0.478701191,0.893617021,0.52542145
17.0,Client relations specialist; High customer service standards; Conflict resolution techniques; Call center management experience; Focused on customer satisfaction; Telecommunications knowledge; Skilled multi-tasker; Proficient with Microsoft Office Suite; Careful and active listener; Professional and friendly; Multi-tasking; Computer Proficiency; Customer Needs Assessment; Customer Service; Data Collection; Data Entry; Documentation; Email; Typing; Microsoft Excel; Microsoft Office Suite; Microsoft Outlook,Patient motivation; Therapy equipment utilization; Compliance monitoring; Patient monitoring applications; Patient administration/data management; Work assignment prioritization; Field office intervention; Patient support; Work order creation; Patient scheduling; Telephone and email communication; Patient concerns and satisfaction management; Grievance resolution; Process improvement; Referral coordination; Equipment and service information provision; Customer complaint resolution; Product and service promotion; Regulatory compliance; Cash register operation; Customer sales processing; Store maintenance; Call center statistics maintenance; Performance monitoring; Constructive criticism; Problem and issue resolution; Payroll submission; Employee hiring and discipline; Policy and procedure supervision; Child care assistance; Client eligibility determination; Client orientation,720.0,"{'telecommunications knowledge', 'microsoft office suite', 'email', 'client relations specialist', 'computer proficiency', 'professional and friendly', 'microsoft outlook', 'call center management experience', 'focused on customer satisfaction', 'proficient with microsoft office suite', 'typing', 'customer service', 'customer needs assessment', 'data entry', 'microsoft excel', 'multi-tasking', 'documentation', 'skilled multi-tasker', 'careful and active listener', 'conflict resolution techniques', 'high customer service standards', 'data collection'}","{'patient monitoring applications', 'therapy equipment utilization', 'compliance monitoring', 'cash register operation', 'store maintenance', 'referral coordination', 'work order creation', 'employee hiring and discipline', 'grievance resolution', 'telephone and email communication', 'patient concerns and satisfaction management', 'payroll submission', 'policy and procedure supervision', 'patient scheduling', 'constructive criticism', 'equipment and service information provision', 'product and service promotion', 'problem and issue resolution', 'process improvement', 'customer complaint resolution', 'call center statistics maintenance', 'regulatory compliance', 'patient motivation', 'client orientation', 'client eligibility determination', 'customer sales processing', 'performance monitoring', 'field office intervention', 'child care assistance', 'patient administration/data management', 'work assignment prioritization', 'patient support'}",0.0,0.0,0.489391589,0.534283945,0.465716055,0.659574468,0.525303976
13.0,Decision making; Screening; Interviewing; Multi-Tasking; Presentations; Project Management; Newsletter; Expense reports,"Microsoft Outlook; Word; Excel; Power Point; Adobe Pro; SharePoint; Calendar management; Domestic and international travel arrangements; Presentation preparation; Newsletter creation and editing; Global Reports; Management Reports; Expense report reconciliation; Meeting organization; Career Fairs; Correspondence handling; Catering coordination; Technology management; Partner/stakeholder relationships; Meeting minutes transcription; Expense report review and processing; Department meeting and training coordination; Payroll functions; Timekeeping; Payroll processing; Proofreading; Policy adherence; File management; System and project planning; Project execution and implementation; Deadline management; Data management; Data-driven decision making; User training; Research findings presentation; Needs assessment; Gatekeeper; Supervision; Human Resources responsibilities; Selection; Interviewing; Hiring; On-boarding; Training; Employee engagement; CEO search; Performance issue review; Policy interpretation and communication; Project management; Document filing and retrieval; Agenda preparation; Budget preparation; Database management; Meeting notes, reports, and presentations; Conference, meeting, and travel reservations; Internet research; Proofreading; Media equipment setup; Executive schedule management; Gatekeeper; Call screening; Meeting minutes compilation, transcription, and distribution; Office duties; Records management; Domestic and international travel arrangements; Agenda preparation; Catering coordination; Project management; Presentation and Board packet preparation; Retreat and event planning; Expense report review and processing; Payroll reporting; Training; Spreadsheet creation; Power Point presentations and packets; Meeting minutes transcription and compilation",348.0,"{'multi-tasking', 'interviewing', 'screening', 'decision making', 'project management', 'expense reports', 'presentations', 'newsletter'}","{'document filing and retrieval', 'call screening', 'research findings presentation', 'sharepoint', 'partner/stakeholder relationships', 'expense report reconciliation', 'calendar management', 'file management', 'deadline management', 'policy adherence', 'policy interpretation and communication', 'power point', 'supervision', 'conference, meeting, and travel reservations', 'hiring', 'payroll reporting', 'word', 'records management', 'interviewing', 'excel', 'office duties', 'technology management', 'human resources responsibilities', 'microsoft outlook', 'catering coordination', 'presentation preparation', 'proofreading', 'spreadsheet creation', 'meeting minutes compilation, transcription, and distribution', 'meeting organization', 'data-driven decision making', 'adobe pro', 'data management', 'selection', 'career fairs', 'timekeeping', 'employee engagement', 'management reports', 'project management', 'presentation and board packet preparation', 'meeting notes, reports, and presentations', 'power point presentations and packets', 'media equipment setup', 'gatekeeper', 'retreat and event planning', 'expense report review and processing', 'executive schedule management', 'domestic and international travel arrangements', 'ceo search', 'budget preparation', 'correspondence handling', 'user training', 'newsletter creation and editing', 'payroll processing', 'agenda preparation', 'performance issue review', 'on-boarding', 'training', 'meeting minutes transcription and compilation', 'project execution and implementation', 'database management', 'payroll functions', 'global reports', 'department meeting and training coordination', 'needs assessment', 'system and project planning', 'internet research', 'meeting minutes transcription'}",2.7,0.035151673,0.32915944,0.223840981,0.776159019,0.744680851,0.525299904
10.0,Assistant Manager; customer satisfaction; excellent customer service; inventory; reconciling; recruiting; sales; employee training,Team Management; Client relations; Multitasking; Sound judgment; Calm under pressure; Meticulous attention to detail; Training; Store Management; Customer service; Sales; Incentive program development; Team motivation; Recruiting and training; Inventory management; Cash reconciliation; Employee training program development,175.0,"{'customer satisfaction', 'inventory', 'assistant manager', 'excellent customer service', 'reconciling', 'sales', 'employee training', 'recruiting'}","{'client relations', 'employee training program development', 'incentive program development', 'store management', 'sales', 'cash reconciliation', 'customer service', 'training', 'calm under pressure', 'sound judgment', 'team motivation', 'multitasking', 'team management', 'inventory management', 'recruiting and training', 'meticulous attention to detail'}",4.35,0.056633251,0.357153887,0.435681845,0.564318155,0.808510638,0.525280109
8.0,ADA; benefits; Benefits Administration; call center; coaching; conflict resolution; Employee Relations; training employees; senior management; functional; hiring; HUMAN RESOURCES MANAGER; human resources; HR; teambuilding; Law; legal compliance; managing; mechanic; mediation; Access; Excel; MS Office; office; Outlook; PowerPoint; win; Word; negotiating; Organizational Development; PeopleSoft; Personnel; Policies; Quality; Recruitment; recruiting; Safety; sound; staff development; staffing; Structured; teamwork; Transportation; workshops,"HR Business Partner affairs; staff development; mediation; conflict resolution; benefits; compensation; HR records management; HR policies development; legal compliance; negotiating win-win compromises; developing teambuilding programs; writing policies; job descriptions; management reports; Employment Law; FMLA/ADA/EEO/WC; HR Policies & Procedures; Staff Recruitment & Retention; Employee Relations; Benefits Administration; Orientation & On-Boarding; Training & Development; Organizational Development; MS Office (Word, Excel, PowerPoint, Access, Outlook); start up of a new call center; recruiting; hiring; onboarding; Administers human resources activities; ensuring compliance with all relevant laws; regulations; policies; procedures; Perform a variety of professional level tasks in multiple functional areas of HR; benefits; compensation; recruiting; professional development; employee relations; Acts as a liaison between employees and headquarters; Prepares Personnel Action Notices (PANs); enters data into PeopleSoft; Designs and runs queries; prepares various reports; Facilitates new hire orientation sessions; prepare orientation packages; Maintains current knowledge of relevant human resources procedures and practices; relevant labor laws; HR/Safety Manager; create HR policies and procedures; recruit employees; develop orientation; training; incentive programs; Manage leave-of-absence programs; personnel records; administer benefits enrollment; handle HR generalist workplace issues; Played a key role in reorganizing the Waynesboro complex; establishing sound HR principles; Structured and managed programs and policies in the areas of training; compensation structures; benefits packages; incentives; new-employee orientation; Fostered a teamwork/open-door environment conducive to positive dialogue across the organization; Managed Workers compensation program for four locations; Utilized preferred providers list; trained managers and associates on procedures to follow in case of injury; Wrote trainings to cover issues including disciplinary procedures; code of conduct; FMLA policy; attendance policy; benefits information; Implemented and organized I9 and everify procedures; ensure compliance with federal regulations; Managed all locations compliance with Department Of Transportation regulations; OSHA regulations; Department of Environmental Quality compliance; Conducted all pre-employment; post accident; random drug screens; Managed staff reductions; Resolved all disciplinary actions for salary and hourly employees; Poultry processing plant employing 1,000 employees; Responsibilities included a broad range of HR functions; training employees; administering benefits; overseeing disciplinary action; managing HR records; Trained members of management on interviewing techniques and best practices; conducting workshops; one-on-one coaching sessions; contributing to sound hiring decisions; Projected daily staffing needs to maintain adequate staffing levels; Managed hourly cleaning staff; HR/safety clerks; Managed new-hire orientation program; HR information; company resources",68.0,"{'staff development', 'ms office', 'office', 'ada', 'recruitment', 'senior management', 'policies', 'mediation', 'coaching', 'transportation', 'training employees', 'sound', 'staffing', 'benefits administration', 'win', 'hiring', 'recruiting', 'structured', 'word', 'outlook', 'personnel', 'hr', 'excel', 'organizational development', 'powerpoint', 'benefits', 'access', 'quality', 'functional', 'call center', 'employee relations', 'peoplesoft', 'managing', 'teamwork', 'human resources', 'teambuilding', 'mechanic', 'safety', 'workshops', 'negotiating', 'law', 'conflict resolution', 'legal compliance', 'human resources manager'}","{'fostered a teamwork/open-door environment conducive to positive dialogue across the organization', 'hr records management', 'personnel records', 'one-on-one coaching sessions', 'training employees', 'played a key role in reorganizing the waynesboro complex', 'random drug screens', 'benefits administration', 'compensation', 'regulations', 'post accident', 'staff recruitment & retention', 'benefits', 'handle hr generalist workplace issues', 'conducted all pre-employment', 'develop orientation', 'create hr policies and procedures', 'administers human resources activities', 'fmla policy', 'company resources', 'attendance policy', 'contributing to sound hiring decisions', 'managed all locations compliance with department of transportation regulations', 'implemented and organized i9 and everify procedures', 'professional development', 'administer benefits enrollment', 'projected daily staffing needs to maintain adequate staffing levels', 'perform a variety of professional level tasks in multiple functional areas of hr', 'policies', 'overseeing disciplinary action', 'benefits information', 'hr policies development', 'maintains current knowledge of relevant human resources procedures and practices', 'recruiting', 'managing hr records', 'managed hourly cleaning staff', 'procedures', 'training & development', 'negotiating win-win compromises', 'administering benefits', 'ms office (word, excel, powerpoint, access, outlook)', 'start up of a new call center', 'job descriptions', 'structured and managed programs and policies in the areas of training', 'utilized preferred providers list', 'poultry processing plant employing 1,000 employees', 'managed new-hire orientation program', 'orientation & on-boarding', 'benefits packages', 'legal compliance', 'hr/safety clerks', 'hr/safety manager', 'prepares various reports', 'trained members of management on interviewing techniques and best practices', 'employee relations', 'responsibilities included a broad range of hr functions', 'hr information', 'acts as a liaison between employees and headquarters', 'recruit employees', 'resolved all disciplinary actions for salary and hourly employees', 'wrote trainings to cover issues including disciplinary procedures', 'ensure compliance with federal regulations', 'osha regulations', 'conducting workshops', 'managed staff reductions', 'training', 'new-employee orientation', 'department of environmental quality compliance', 'conflict resolution', 'staff development', 'facilitates new hire orientation sessions', 'mediation', 'manage leave-of-absence programs', 'hiring', 'writing policies', 'hr business partner affairs', 'establishing sound hr principles', 'developing teambuilding programs', 'enters data into peoplesoft', 'organizational development', 'onboarding', 'prepares personnel action notices (pans)', 'relevant labor laws', 'code of conduct', 'hr policies & procedures', 'incentive programs', 'managed workers compensation program for four locations', 'designs and runs queries', 'trained managers and associates on procedures to follow in case of injury', 'ensuring compliance with all relevant laws', 'fmla/ada/eeo/wc', 'management reports', 'compensation structures', 'prepare orientation packages', 'employment law', 'incentives'}",9.38,0.122119516,0.34875783,0.495853486,0.504146514,0.85106383,0.525254766
10.0,Time Management; Effective Communication; Trouble Shooting; Problem Solving; Cloud technology; Skype; Proficient; Microsoft Office Suite; Instant Messaging; Web Chat; Negotiating; Up-sell; Cross-Sell Ability; Outlook Email; Lotus Notes; Quicken; QuickBooks,Prospecting; Sales; Customer Service; Relationship Building; HIPAA Compliance; Product Knowledge; Outbound Campaigns; Negotiation; Client Relations; Account Management; Consultative Sales; Collaboration; Call Center; Insurance Authorization; Benefits; Claims; Prior Authorization; CMS Compliance; Creditors; Account Management; Payment Processing; Customer Care; Goal Setting; Public Speaking; Banking; Information Systems; IVR; Email; Messaging; Microsoft Office Suite; Negotiating; People Skills; Problem Solving; Proposals; QuickBooks; Quicken; Rapport; Requirement; Sales Skills; Selling; Seminars; Telephone; Time Management; Trouble Shooting,65.0,"{'up-sell', 'time management', 'cloud technology', 'proficient', 'problem solving', 'web chat', 'effective communication', 'skype', 'microsoft office suite', 'negotiating', 'instant messaging', 'cross-sell ability', 'trouble shooting', 'lotus notes', 'outlook email', 'quicken', 'quickbooks'}","{'hipaa compliance', 'negotiation', 'microsoft office suite', 'prospecting', 'email', 'creditors', 'payment processing', 'customer care', 'quicken', 'requirement', 'selling', 'telephone', 'ivr', 'goal setting', 'problem solving', 'benefits', 'cms compliance', 'messaging', 'insurance authorization', 'product knowledge', 'people skills', 'call center', 'prior authorization', 'information systems', 'trouble shooting', 'account management', 'consultative sales', 'time management', 'claims', 'collaboration', 'seminars', 'proposals', 'relationship building', 'customer service', 'client relations', 'public speaking', 'banking', 'sales', 'sales skills', 'negotiating', 'outbound campaigns', 'rapport', 'quickbooks'}",13.21,0.171982815,0.374015104,0.486988321,0.513011679,0.808510638,0.525207827
7.0,MS Office; Database; Macros; V-look up; Pivot tables; Outlook; Business Objects; Workbench; Eagle; Pega; Lombardi; DRAS,Investment Accounting; Account Reconciliation; Mutual Fund Accounts; Custody; Cash; Currency; Positions; Eagle; IAX; Business Objects; Lombardi; Workbench; Communication; Collaboration; Client Meetings; Liaison; Time Management; Project Management; Training; Team Management; AML Compliance; Auditing; Quality Assurance; Customer Information; Background Search; World Check; Google Search; Investment Philosophy; Investment Strategy; Stock-Track; Capital Appreciation; Capital Preservation; Derivatives; Index Fund; Cash; Money Market; Analysis; Allocation; CV Minimization; Daily Returns; Regression Analysis; Regression Statistics; Portfolio Analysis; Price Momentum Strategy; Price Momentum Model; Weighted Annual Returns; Worst Outlook Portfolio; Best Outlook Portfolio; S&P 500; Clinical Microbiology; Specimen Processing; Culturing; Rapid Tests; Confirmatory Tests; Gram Stain Slides; Instrument Maintenance; Quality Control; Financial Reporting and Analysis; Financial Management; Corporate Financial Policies; Investment Analysis; Portfolio Management; Corporate Governance; Financial Engineering; Risk Management; Derivatives; Leadership; Interpersonal Skills; Analytical Thinking; Detail-Oriented; Problem Solving; Research Skills; Communication; Negotiation; Organization,650.0,"{'outlook', 'ms office', 'dras', 'database', 'lombardi', 'macros', 'business objects', 'v-look up', 'workbench', 'pega', 'pivot tables', 'eagle'}","{'capital preservation', 'analysis', 'research skills', 'regression statistics', 'background search', 'negotiation', 'investment accounting', 'custody', 'quality assurance', 'workbench', 'index fund', 'detail-oriented', 'specimen processing', 'account reconciliation', 'auditing', 'best outlook portfolio', 'world check', 'investment analysis', 'problem solving', 'lombardi', 'risk management', 'weighted annual returns', 'business objects', 'positions', 's&p 500', 'eagle', 'cv minimization', 'worst outlook portfolio', 'investment strategy', 'liaison', 'allocation', 'confirmatory tests', 'communication', 'time management', 'collaboration', 'project management', 'financial reporting and analysis', 'daily returns', 'rapid tests', 'investment philosophy', 'derivatives', 'mutual fund accounts', 'capital appreciation', 'price momentum model', 'gram stain slides', 'financial management', 'cash', 'google search', 'portfolio management', 'leadership', 'interpersonal skills', 'financial engineering', 'client meetings', 'price momentum strategy', 'regression analysis', 'currency', 'clinical microbiology', 'corporate financial policies', 'corporate governance', 'portfolio analysis', 'culturing', 'aml compliance', 'stock-track', 'customer information', 'training', 'iax', 'money market', 'organization', 'team management', 'analytical thinking', 'instrument maintenance', 'quality control'}",5.0,0.065095691,0.329613963,0.483711808,0.516288192,0.872340426,0.524981093
